index,contest-tmp2m-14d__tmp2m
375734,30.728437317540262
375735,36.07003838490628
375736,45.8983210030771
375737,51.676628513210844
375738,48.99162395297263
375739,46.6002477582976
375740,45.91421809760057
375741,56.290099310029746
375742,43.14164782212316
375743,40.100021447501376
375744,38.162353438405596
375745,39.80914826119209
375746,46.87175786140854
375747,41.461125009842824
375748,43.13879257005577
375749,56.363895967711905
375750,48.25593904682739
375751,36.38618319309448
375752,53.365457236595574
375753,49.65708280865649
375754,52.47175657197658
375755,46.368803218667935
375756,32.285918846059346
375757,49.211218074051615
375758,56.84004045092651
375759,55.08543303819401
375760,47.990232836410584
375761,37.69395968854671
375762,35.1799464805723
375763,55.04395988207468
375764,52.0711546510464
375765,46.74455738773006
375766,-3.391621620722237
375767,0.04888892998538097
375768,-21.105495468569252
375769,-25.028959365498125
375770,-21.975833914433004
375771,-29.238324295643203
375772,-8.901615991671193
375773,1.3956389025908305
375774,-11.73681633856937
375775,0.8909140526990562
375776,-20.562220001193005
375777,-15.602506912452395
375778,-12.260063073939168
375779,-4.65216860741322
375780,-11.740188184639692
375781,-12.512059154384232
375782,-11.692978001647116
375783,5.537888882622697
375784,3.957348883374154
375785,-2.5989466820322935
375786,-4.519507192828044
375787,-1.092605997366329
375788,1.910096217390418
375789,-1.8019934018668007
375790,-2.6651816994617246
375791,4.152711254045167
375792,6.322339041442456
375793,6.022178599739624
375794,2.353932890664135
375795,33.329464056733826
375796,37.765503470113586
375797,47.45820896770585
375798,55.542983367384906
375799,47.482060726832984
375800,48.853241280819674
375801,44.50067130294754
375802,55.596626116754024
375803,45.32903374668424
375804,44.32446575065789
375805,44.7554904087839
375806,40.08240445416452
375807,48.26120880957443
375808,42.90126256462684
375809,43.12241052423478
375810,56.03337531919884
375811,45.28528215480066
375812,41.592505854325154
375813,59.861003613624995
375814,56.79727186407594
375815,52.47851455536073
375816,48.097552586608465
375817,36.54187577627525
375818,44.823071443656985
375819,56.179404632500095
375820,54.792297411771656
375821,46.571051940345384
375822,39.136337306808784
375823,37.839711029433005
375824,55.561236043689874
375825,51.82367336984282
375826,47.90144060448259
375827,-2.303530898921334
375828,-1.98079569830972
375829,-21.07370446992452
375830,-22.734004689989845
375831,-20.526499430492848
375832,-28.119752477996073
375833,-8.306385774347632
375834,2.705779100767
375835,-12.841288764061087
375836,1.876566539842802
375837,-19.13681250113496
375838,-15.564272833355435
375839,-12.684632791986324
375840,-10.405898149229142
375841,-9.623313356681514
375842,-11.143054485398704
375843,-9.059122805841156
375844,6.033138465181909
375845,2.7093125365098665
375846,-2.6833900105463577
375847,-3.197616446677179
375848,-1.272119578948205
375849,-0.8129167545739886
375850,-1.590162761731026
